Dataset Index	Waveguide Separation [cm]	Beam Speed [mm/ns]	rf Field Amplitude [V/cm]	Dataset (0) Acquisition Start Date [yymmdd-hhmmss]	Dataset (180) Acquisition Start Date [yymmdd-hhmmss]	rf Frequency [MHz]	FOSOF Phase (0) [rad]	FOSOF Phase Error (0) [rad]	FOSOF Phase (180) [rad]	FOSOF Phase Error (180) [rad]
8	4	3.22	14	180322-132009	180322-124632	908.07181	-0.14879	0.00229	0.19971	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.14026	-0.13877	0.00229	0.18511	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.37649	-0.11618	0.00229	0.16697	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.46882	-0.10924	0.00229	0.16142	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.48583	-0.10452	0.00229	0.15406	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.65615	-0.09047	0.00229	0.14593	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.72388	-0.08491	0.00229	0.13896	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.88153	-0.06856	0.00229	0.12088	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.91941	-0.06231	0.00229	0.11602	0.00232
8	4	3.22	14	180322-132009	180322-124632	908.95952	-0.06300	0.00229	0.11423	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.16544	-0.04337	0.00229	0.09158	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.17756	-0.04216	0.00229	0.08737	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.31471	-0.03112	0.00229	0.07942	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.48000	-0.01261	0.00229	0.06114	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.50495	-0.01001	0.00229	0.05866	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.62354	0.00507	0.00229	0.05155	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.73116	0.00913	0.00229	0.04066	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.83502	0.02611	0.00229	0.03106	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.87507	0.02866	0.00229	0.03016	0.00232
8	4	3.22	14	180322-132009	180322-124632	909.99076	0.04001	0.00229	0.01596	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.16950	0.05766	0.00229	-0.00219	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.20717	0.05710	0.00229	-0.00911	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.30118	0.06765	0.00229	-0.01564	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.33494	0.07089	0.00229	-0.01780	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.57374	0.09482	0.00229	-0.03980	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.66070	0.10446	0.00229	-0.04711	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.70585	0.11082	0.00229	-0.04787	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.88142	0.12828	0.00229	-0.06941	0.00232
8	4	3.22	14	180322-132009	180322-124632	910.97997	0.13856	0.00229	-0.07552	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.13002	0.14770	0.00229	-0.09223	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.20978	0.15645	0.00229	-0.09854	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.27552	0.16198	0.00229	-0.10400	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.38199	0.17416	0.00229	-0.11654	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.45517	0.18209	0.00229	-0.12350	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.48236	0.18306	0.00229	-0.12490	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.70339	0.20060	0.00229	-0.14729	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.72747	0.20496	0.00229	-0.14773	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.85853	0.22261	0.00229	-0.15759	0.00232
8	4	3.22	14	180322-132009	180322-124632	911.86545	0.22195	0.00229	-0.16254	0.00232
8	4	3.22	14	180322-132009	180322-124632	912.08520	0.24238	0.00229	-0.18193	0.00232
9	4	3.22	14	180322-134305	180322-141921	907.93970	-0.16328	0.00231	0.20997	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.07181	-0.14609	0.00231	0.20105	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.14026	-0.14218	0.00231	0.19349	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.37649	-0.11434	0.00231	0.16730	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.46882	-0.11158	0.00231	0.15974	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.48583	-0.10429	0.00231	0.15704	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.65615	-0.08969	0.00231	0.13934	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.72388	-0.08255	0.00231	0.13533	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.88153	-0.06897	0.00231	0.12152	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.91941	-0.06427	0.00231	0.11412	0.00236
9	4	3.22	14	180322-134305	180322-141921	908.95952	-0.06091	0.00231	0.10980	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.16544	-0.03790	0.00231	0.09528	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.17756	-0.03777	0.00231	0.08995	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.31471	-0.02778	0.00231	0.08012	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.48000	-0.01114	0.00231	0.06024	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.50495	-0.00828	0.00231	0.05887	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.62354	-0.00075	0.00231	0.05149	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.73116	0.00941	0.00231	0.03856	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.83502	0.02328	0.00231	0.02953	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.87507	0.03110	0.00231	0.02481	0.00236
9	4	3.22	14	180322-134305	180322-141921	909.99076	0.04106	0.00231	0.01475	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.16950	0.05618	0.00231	-0.00260	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.20717	0.06305	0.00231	-0.00422	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.30118	0.06975	0.00231	-0.01634	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.33494	0.07059	0.00231	-0.01451	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.57374	0.09678	0.00231	-0.04168	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.66070	0.10216	0.00231	-0.04876	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.70585	0.10591	0.00231	-0.05332	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.88142	0.12605	0.00231	-0.07254	0.00236
9	4	3.22	14	180322-134305	180322-141921	910.97997	0.13094	0.00231	-0.07928	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.13002	0.14473	0.00231	-0.09042	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.20978	0.15462	0.00231	-0.10124	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.27552	0.16333	0.00231	-0.10344	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.38199	0.17277	0.00231	-0.11690	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.45517	0.17947	0.00231	-0.12582	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.48236	0.18214	0.00231	-0.12628	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.70339	0.20300	0.00231	-0.14564	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.72747	0.20355	0.00231	-0.14812	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.85853	0.22428	0.00231	-0.15826	0.00236
9	4	3.22	14	180322-134305	180322-141921	911.86545	0.21962	0.00231	-0.15979	0.00236
9	4	3.22	14	180322-134305	180322-141921	912.08520	0.24135	0.00231	-0.17959	0.00236
10	4	3.22	8	180323-125152	180323-123141	907.93970	-0.14441	0.00686	0.20201	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.07181	-0.14782	0.00686	0.18342	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.14026	-0.13996	0.00686	0.17851	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.37649	-0.11724	0.00686	0.16190	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.46882	-0.08612	0.00686	0.13953	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.48583	-0.10728	0.00686	0.15191	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.65615	-0.08260	0.00686	0.13692	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.72388	-0.08110	0.00686	0.12566	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.88153	-0.05239	0.00686	0.09836	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.91941	-0.05084	0.00686	0.10509	0.00648
10	4	3.22	8	180323-125152	180323-123141	908.95952	-0.05784	0.00686	0.09792	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.16544	-0.03442	0.00686	0.08521	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.17756	-0.04326	0.00686	0.07836	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.31471	-0.02411	0.00686	0.06360	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.48000	-0.00396	0.00686	0.05347	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.50495	-0.01079	0.00686	0.04997	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.62354	0.00024	0.00686	0.05419	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.73116	0.02319	0.00686	0.04058	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.83502	0.02800	0.00686	0.02375	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.87507	0.03048	0.00686	0.02700	0.00648
10	4	3.22	8	180323-125152	180323-123141	909.99076	0.03841	0.00686	0.00298	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.16950	0.06646	0.00686	-0.01167	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.20717	0.06019	0.00686	-0.01718	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.30118	0.07117	0.00686	-0.02629	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.33494	0.06823	0.00686	-0.02391	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.57374	0.08830	0.00686	-0.04463	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.66070	0.09463	0.00686	-0.04589	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.70585	0.12720	0.00686	-0.05544	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.88142	0.12031	0.00686	-0.07734	0.00648
10	4	3.22	8	180323-125152	180323-123141	910.97997	0.11851	0.00686	-0.08492	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.13002	0.15802	0.00686	-0.09949	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.20978	0.15840	0.00686	-0.10207	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.27552	0.16129	0.00686	-0.11302	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.38199	0.17447	0.00686	-0.12727	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.45517	0.16927	0.00686	-0.12330	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.48236	0.16871	0.00686	-0.11390	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.70339	0.20258	0.00686	-0.16416	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.72747	0.20074	0.00686	-0.14871	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.85853	0.20381	0.00686	-0.15523	0.00648
10	4	3.22	8	180323-125152	180323-123141	911.86545	0.20944	0.00686	-0.16116	0.00648
10	4	3.22	8	180323-125152	180323-123141	912.08520	0.23346	0.00686	-0.20082	0.00648
11	4	3.22	8	180323-141603	180323-143713	907.93970	-0.14949	0.00668	0.20214	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.07181	-0.15221	0.00668	0.18799	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.14026	-0.12307	0.00668	0.18915	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.37649	-0.10892	0.00668	0.15583	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.46882	-0.11278	0.00668	0.14775	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.48583	-0.10070	0.00668	0.15158	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.65615	-0.09251	0.00668	0.13360	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.72388	-0.08882	0.00668	0.13784	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.88153	-0.04759	0.00668	0.11275	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.91941	-0.06475	0.00668	0.10636	0.00628
11	4	3.22	8	180323-141603	180323-143713	908.95952	-0.06329	0.00668	0.09248	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.16544	-0.03546	0.00668	0.07980	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.17756	-0.03977	0.00668	0.09085	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.31471	-0.03177	0.00668	0.07679	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.48000	-0.01614	0.00668	0.05168	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.50495	-0.00237	0.00668	0.05270	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.62354	-0.01358	0.00668	0.03401	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.73116	0.00544	0.00668	0.03558	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.83502	0.02156	0.00668	0.01759	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.87507	0.02653	0.00668	0.02634	0.00628
11	4	3.22	8	180323-141603	180323-143713	909.99076	0.03397	0.00668	0.01261	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.16950	0.05346	0.00668	-0.01579	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.20717	0.05744	0.00668	-0.01167	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.30118	0.06347	0.00668	-0.02378	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.33494	0.06863	0.00668	-0.01715	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.57374	0.08350	0.00668	-0.04361	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.66070	0.10756	0.00668	-0.05071	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.70585	0.09759	0.00668	-0.04498	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.88142	0.12610	0.00668	-0.07002	0.00628
11	4	3.22	8	180323-141603	180323-143713	910.97997	0.12306	0.00668	-0.08007	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.13002	0.15041	0.00668	-0.09471	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.20978	0.14510	0.00668	-0.10168	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.27552	0.15513	0.00668	-0.10862	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.38199	0.16722	0.00668	-0.11709	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.45517	0.17636	0.00668	-0.11519	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.48236	0.17483	0.00668	-0.12371	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.70339	0.20111	0.00668	-0.15830	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.72747	0.20615	0.00668	-0.14636	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.85853	0.21266	0.00668	-0.16060	0.00628
11	4	3.22	8	180323-141603	180323-143713	911.86545	0.20680	0.00668	-0.16528	0.00628
11	4	3.22	8	180323-141603	180323-143713	912.08520	0.23306	0.00668	-0.16856	0.00628
12	4	3.22	8	180323-152331	180323-145516	907.93970	-0.15575	0.00629	0.18348	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.07181	-0.14032	0.00629	0.18645	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.14026	-0.13546	0.00629	0.18623	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.37649	-0.11504	0.00629	0.16686	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.46882	-0.09877	0.00629	0.14826	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.48583	-0.10890	0.00629	0.13799	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.65615	-0.09626	0.00629	0.12907	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.72388	-0.07971	0.00629	0.12145	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.88153	-0.07331	0.00629	0.10950	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.91941	-0.06325	0.00629	0.10629	0.00568
12	4	3.22	8	180323-152331	180323-145516	908.95952	-0.05630	0.00629	0.11054	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.16544	-0.03929	0.00629	0.08778	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.17756	-0.04085	0.00629	0.08724	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.31471	-0.02574	0.00629	0.07557	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.48000	-0.02597	0.00629	0.05192	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.50495	-0.01287	0.00629	0.05891	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.62354	0.00224	0.00629	0.04101	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.73116	0.00243	0.00629	0.03823	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.83502	0.01013	0.00629	0.02068	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.87507	0.03160	0.00629	0.02209	0.00568
12	4	3.22	8	180323-152331	180323-145516	909.99076	0.02341	0.00629	0.01345	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.16950	0.05143	0.00629	-0.00092	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.20717	0.05956	0.00629	-0.00646	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.30118	0.07107	0.00629	-0.00906	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.33494	0.06324	0.00629	-0.02083	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.57374	0.08872	0.00629	-0.04690	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.66070	0.10020	0.00629	-0.06117	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.70585	0.10478	0.00629	-0.05408	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.88142	0.12081	0.00629	-0.07076	0.00568
12	4	3.22	8	180323-152331	180323-145516	910.97997	0.12652	0.00629	-0.07981	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.13002	0.13609	0.00629	-0.09920	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.20978	0.14579	0.00629	-0.10399	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.27552	0.14936	0.00629	-0.10509	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.38199	0.17344	0.00629	-0.11804	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.45517	0.17228	0.00629	-0.12462	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.48236	0.17367	0.00629	-0.12738	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.70339	0.21355	0.00629	-0.15466	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.72747	0.20309	0.00629	-0.14903	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.85853	0.22435	0.00629	-0.15647	0.00568
12	4	3.22	8	180323-152331	180323-145516	911.86545	0.20996	0.00629	-0.14537	0.00568
12	4	3.22	8	180323-152331	180323-145516	912.08520	0.23427	0.00629	-0.17781	0.00568
13	4	3.22	8	180323-154359	180323-160725	907.93970	-0.14826	0.00638	0.19827	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.07181	-0.13023	0.00638	0.18927	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.14026	-0.13903	0.00638	0.17385	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.37649	-0.10187	0.00638	0.14962	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.46882	-0.09859	0.00638	0.14744	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.48583	-0.09177	0.00638	0.14448	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.65615	-0.07642	0.00638	0.13055	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.72388	-0.08473	0.00638	0.11921	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.88153	-0.06805	0.00638	0.10454	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.91941	-0.06239	0.00638	0.10980	0.00578
13	4	3.22	8	180323-154359	180323-160725	908.95952	-0.06298	0.00638	0.08992	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.16544	-0.04641	0.00638	0.08434	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.17756	-0.03871	0.00638	0.07728	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.31471	-0.02536	0.00638	0.07741	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.48000	-0.00606	0.00638	0.05785	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.50495	-0.00499	0.00638	0.04668	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.62354	0.01020	0.00638	0.04075	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.73116	0.02046	0.00638	0.02865	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.83502	0.02085	0.00638	0.01813	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.87507	0.02741	0.00638	0.02530	0.00578
13	4	3.22	8	180323-154359	180323-160725	909.99076	0.03612	0.00638	-0.00129	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.16950	0.05780	0.00638	-0.01044	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.20717	0.05730	0.00638	-0.00612	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.30118	0.05894	0.00638	-0.02744	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.33494	0.07680	0.00638	-0.02057	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.57374	0.09419	0.00638	-0.05335	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.66070	0.09019	0.00638	-0.05113	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.70585	0.11514	0.00638	-0.05505	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.88142	0.11078	0.00638	-0.07799	0.00578
13	4	3.22	8	180323-154359	180323-160725	910.97997	0.12951	0.00638	-0.08459	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.13002	0.14465	0.00638	-0.08251	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.20978	0.14584	0.00638	-0.09952	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.27552	0.16749	0.00638	-0.10884	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.38199	0.16739	0.00638	-0.12149	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.45517	0.18071	0.00638	-0.12684	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.48236	0.16799	0.00638	-0.12482	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.70339	0.19684	0.00638	-0.14664	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.72747	0.19313	0.00638	-0.15767	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.85853	0.21323	0.00638	-0.17041	0.00578
13	4	3.22	8	180323-154359	180323-160725	911.86545	0.20969	0.00638	-0.15555	0.00578
13	4	3.22	8	180323-154359	180323-160725	912.08520	0.22910	0.00638	-0.17288	0.00578
14	4	3.22	8	180323-165942	180323-163826	907.93970	-0.15210	0.00615	0.19372	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.07181	-0.14803	0.00615	0.18127	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.14026	-0.12645	0.00615	0.17952	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.37649	-0.11488	0.00615	0.15959	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.46882	-0.09954	0.00615	0.14057	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.48583	-0.10663	0.00615	0.15107	0.00609
14	4	3.22	8	180323-165942	180323-163826	908.65615	-0.09192	0.00615	0.13090	0.00609
